id,title,publication date
US-11906169-B2,Portable fire pit ,2024-02-20
US-2020390029-A1,"Portable, remote control, zero turn, electric, direct drive, lawn mower ",2020-12-17
EP-3642429-B1,"Floor stripping machine, blade assembly for use therewith, and methods ",2023-08-30
CN-204569889-U,One is removable turns over bent equipment ,2015-08-19
US-9623886-B2,Steering assist system for a push cart ,2017-04-18
US-2008277221-A1,Case having casters ,2008-11-13
CN-112762274-B,Crude oil pipeline leakage detection robot ,2022-06-28
JP-6209100-B2,Folding baby carriage ,2017-10-04
US-9944120-B1,Debris shield for caster wheels ,2018-04-17
JP-2016511666-A,Vehicle with wheels and its operating method ,2016-04-21
CN-108312783-B,Synchronous control system for multiple casters ,2020-09-25
JP-2011116451-A,Air cargo container ,2011-06-16
US-10092465-B2,Caster wheel assembly and wheelchair comprising the same ,2018-10-09
US-2007044273-A1,Running Wheel Of A Roller Such As A Caster Wheel Or A Fixed Wheel ,2007-03-01
US-2017273840-A1,Adjustable wheelchair arrangements ,2017-09-28
CA-2671685-C,Marker assembly having caster wheel ,2016-03-29
US-2016340162-A1,Caster wheels with torsion spring assembly ,2016-11-24
AU-2018303570-B2,Mobility device ,2024-05-02
CN-101475744-B,Antistatic special material for caster and preparation thereof ,2011-04-13
US-9610963-B2,Vehicle tire cart ,2017-04-04
JP-2007144159-A,Hospital bed caster control system ,2007-06-14
US-9914327-B2,Caster wheel assembly ,2018-03-13
JP-6086122-B2,Lifting and conveying apparatus provided with caster for supporting forward load and link system thereof ,2017-03-01
CN-114952273-A,Full-automatic truckle production equipment ,2022-08-30
US-8819894-B2,Caster for an image forming apparatus ,2014-09-02
CN-102912496-B,Automatic tube drawing device of doffer ,2014-11-05
US-9428009-B2,Convertible caster assembly ,2016-08-30
US-8167323-B1,Handcart ,2012-05-01
US-2010126542-A1,Activity walker ,2010-05-27
JP-6491913-B2,Electric two-wheel cart ,2019-03-27
EP-3261480-B1,Wheel arrangement for a suitcase ,2020-01-15
KR-101824594-B1,Devices for cleaning car wheel ,2018-03-14
CN-103181847-B,Multifunctional surgical square box ,2016-06-29
CN-110139519-A,A kind of electric cabinet base structure and its installation and adjusting method ,2019-08-16
US-11203230-B2,Caster wheel support assembly for a wheelchair and wheelchair comprising the same ,2021-12-21
US-11273363-B1,Enhanced land ski for replicating the motions of snow skiing in dry conditions ,2022-03-15
US-10638653-B2,Caster wheel assembly for an agricultural implement system ,2020-05-05
US-2005218613-A1,Child support for attachment to shopping cart ,2005-10-06
US-8596649-B2,Spin-out riding toy ,2013-12-03
US-2014259412-A1,Patient support ,2014-09-18
US-9649881-B2,Caster wheel ,2017-05-16
US-11321605-B2,Automatic assembly mate creation for frequently-used components ,2022-05-03
CN-105889625-B,A kind of combined steel pipe relay well equipment and construction method for jacking construction ,2018-01-09
US-10710404-B2,Driven caster wheel and assembly ,2020-07-14
JP-2011115006-A,Riding-type ground working vehicle ,2011-06-09
CN-102689863-A,Dynamic stability control systems and methods for industrial lift trucks ,2012-09-26
CN-109166640-A,Medical radiation protection device ,2019-01-08
US-11154132-B2,"Five-device-in-one multi-function multi-configurable hitch-mountable rollable rotatable collapsable tea table, capable of functioning as a pet-kennel, a storage locker, a table, a cooler, and an umbrella base ",2021-10-26
CN-204252054-U,A kind of Multifunction falling leave cleaning machine ,2015-04-08
CN-107284134-A,Universal caster wheel with brake gear ,2017-10-24
CN-113180932-A,Wounded person who can one-man operation transports folding stretcher ,2021-07-30
JP-2022070835-A,Reinforcement block and arrangement box having the same ,2022-05-13
JP-2013528753-A,System and method for console braking ,2013-07-11
CA-3013919-C,Self-propelled vehicles with pitch control ,2022-04-26
US-12053690-B2,Personal mobility vehicles with adjustable wheel positions ,2024-08-06
US-2021059116-A1,Mower deck ,2021-03-04
AU-2022231787-B2,Mobility vehicle ,2024-05-02
CN-103429133-B,There is the vacuum cleaner of caster wheel ,2016-08-17
US-2018134074-A1,Caster adapter or wheel assembly for mobile wheel base ,2018-05-17
CN-110549794-A,Universal caster for moving chassis of robot ,2019-12-10
JP-5930040-B2,"Auxiliary steering device and auxiliary steering method for vehicle, and lifting device for auxiliary wheel ",2016-06-08
US-8584383-B1,Caster wheel assembly for a snowblower ,2013-11-19
JP-2010076471-A,Supporting leg device with caster ,2010-04-08
US-8650710-B1,Caster wheel lift and brake assembly ,2014-02-18
US-9248065-B1,Patient transport apparatus for transport between a patient bed and a bathtub ,2016-02-02
US-2023286565-A1,Autonomous Utility Cart and Robotic Cart Platform ,2023-09-14
CN-109577616-A,A kind of mechanical float auto-translating ambulation control method and the robot that plasters ,2019-04-05
KR-102539465-B1,Mobile robot including a suspension module ,2023-06-02
US-9393978-B2,Utility machine with dual-mode steering ,2016-07-19
CN-103568712-B,Attitude reference device and there is the caster device of this kind of attitude reference device ,2015-11-25
CN-111805574-B,Wearable rope-driven mechanical arm system ,2022-11-04
JP-2012135435-A,Bag caster lock device ,2012-07-19
US-10300741-B2,Apparatuses for locking a caster wheel in a steering position ,2019-05-28
CN-113724240-A,"Refrigerator caster detection method, system and device based on visual identification ",2021-11-30
US-9586442-B2,Retractable caster assembly and wheeled package ,2017-03-07
CN-101941360-A,Stopper device for caster ,2011-01-12
KR-20160028034-A,Movable table for projector ,2016-03-11
CN-108857164-A,Energy walking can turn can be across the Intelligent welding robot of parapet ,2018-11-23
US-7712184-B1,Caster wheel having integrated braking means ,2010-05-11
CN-207875274-U,Caster brake device ,2018-09-18
CN-103552878-B,A kind of cable clamping toter ,2015-11-04
CN-107031286-A,Caster mounting structure and mobile air conditioner ,2017-08-11
CN-109969237-A,A kind of semi-automatic portable four-wheel linkage folding trailer ,2019-07-05
JP-2011520677-A,Device for actuating braking means of mobile equipment ,2011-07-21
WO-2014113978-A1,Twin-pedal-controlled swivel caster ,2014-07-31
CN-103204142-B,Lever car mover ,2015-08-05
US-10745968-B2,Caster assembly and apparatus incorporating same ,2020-08-18
US-8348293-B1,Wheelchair with easily changeable wheel sets ,2013-01-08
US-11673594-B2,Swing caster dolly ,2023-06-13
CN-104153625-A,Ground avoiding-free car carrying plate ,2014-11-19
CN-106628231-B,Wheel holding and jacking mechanism of rodless aircraft tractor ,2023-07-25
JP-2016525036-A,Fixed and rotating casters for transport carts ,2016-08-22
JP-2014516734-A,Lifting and transporting device for wheeled objects including hospital beds ,2014-07-17
CN-115192200-A,Surgical robot system and flexible surgical instrument ,2022-10-18
US-10028870-B2,Powered wheelchair ,2018-07-24
US-9539489-B2,Summer style wheeled ski ,2017-01-10
JP-2014012499-A,"Electric wheelchair also used as electric vehicle, and electric wheelchair ",2014-01-23
US-9051965-B1,Eccentric bearing assemblies for swivel casters ,2015-06-09
US-2006063137-A1,Wheeled vehicles and control systems and methods therefor ,2006-03-23
KR-20150028268-A,Multi-axis caster angle control system of an extendable wheel assembly ,2015-03-13
JP-2013504469-A,Transport platform for skid support helicopters ,2013-02-07
US-2006010643-A1,Caster with powered brake ,2006-01-19
CN-206869774-U,A kind of portable single-station folding rack assembling chassis ,2018-01-12
US-8678335-B2,Caster stop and method ,2014-03-25
CN-102149547-A,Caster ,2011-08-10
US-8915497-B2,Method and apparatus for sheet and carton blank aligning using caster effect ,2014-12-23
US-2024269021-A1,Adaptable attachment foot plate for a wheelchair ,2024-08-15
JP-2008168870-A,Riding lawn mower ,2008-07-24
WO-2010039102-A1,Powered caster wheel assembly ,2010-04-08
US-11849669-B2,Flexible mower deck ,2023-12-26
JP-2022536563-A,mobile caster for carrier ,2022-08-18
US-2010038880-A1,Modular and/or configurable wheelchair apparatus ,2010-02-18
JP-2009083706-A,Double-wheel caster ,2009-04-23
CN-112025298-A,Automatic bull horn wheel assembling machine ,2020-12-04
US-D817161-S,Caster wheel lock ,2018-05-08
JP-2011162167-A,"Antistatic tire, wheel and caster ",2011-08-25
CN-102502456-B,Manual lifting trolley for forking and lifting ,2013-07-24
CN-210644518-U,Cerebral apoplexy patient low limbs rehabilitation training device ,2020-06-02
US-8991007-B2,Double brake structure for caster wheel ,2015-03-31
US-12030341-B2,Caster braking system technology ,2024-07-09
US-9539858-B2,Shield for a caster wheel ,2017-01-10
CA-3218263-A1,Retractable guard assemblies for a caster ,2023-01-05
CN-115843287-A,Electric mobile device ,2023-03-24
JP-5345196-B2,Robotic vacuum cleaner for home use ,2013-11-20
JP-5719869-B2,Caster with brake ,2015-05-20
US-2023075455-A1,Autonomous transport vehicle ,2023-03-09
CN-209479320-U,Universal caster wheel ,2019-10-11
US-2009148267-A1,Method for repositioning warehouse shelving units ,2009-06-11
CN-201573488-U,Central control caster wheel ,2010-09-08
US-8464843-B2,Lockable caster wheels ,2013-06-18
EP-3687833-B1,Vertically adjustable caster wheel ,2021-11-10
US-4403673-A,Powered vehicle ,1983-09-13
CN-104545589-A,Stretcher type bathing vehicle system for the elderly ,2015-04-29
WO-2014133485-A1,Skateboard truck and caster with suspension mechanism ,2014-09-04
CN-110304127-A,Multi-function rocking carrier and Multifunctional cradle bed and matched card slot type apparatus ,2019-10-08
TW-201008798-A,Caster with brake ,2010-03-01
US-8499414-B1,Spring member for industrial caster wheel ,2013-08-06
US-10611405-B2,Unmanned transporting robots and the chassis thereof ,2020-04-07
US-2015090149-A1,Chassis ,2015-04-02
JP-4180642-B1,Caster lock mechanism ,2008-11-12
CN-111649964-B,Vehicle load simulation system and vehicle steering load simulation method ,2022-07-12
CN-111496435-A,Side-beam welding robot ,2020-08-07
US-8458923-B2,Portable ultraviolet floor curing device ,2013-06-11
CA-2590382-C,Castering wheel assembly for rotary mowers ,2012-11-13
CN-203113270-U,Adjustable fitting seat with self-locking function ,2013-08-07
CN-102973393-B,Walking aid with liftable truckles and assembly method thereof ,2015-01-07
US-8539640-B1,Caster wheel lift and brake assembly ,2013-09-24
US-9889368-B1,Personal transportation device ,2018-02-13
US-2006045685-A1,Selectively movable motorcycle stand ,2006-03-02
US-8967637-B2,Tail wheel transporter ,2015-03-03
CN-106608276-B,Baby carriage ,2020-05-15
US-2012169025-A1,Asymmetric open-access wheel chair ,2012-07-05
CN-212022741-U,Improved dual-purpose folding handcart ,2020-11-27
CN-111443395-B,Intelligent temperature-measuring disinfection security inspection door ,2024-07-05
US-9801766-B1,Multi-adjustable wheelchair and frame therefor ,2017-10-31
KR-101703940-B1,An electric motor board and the control method thereof ,2017-02-08
CN-205768362-U,A kind of universal caster wheel of strap brake ,2016-12-07
CN-205768365-U,"A kind of strap brake and the universal caster wheel of steering, locking ",2016-12-07
EP-2050650-A1,Stability system for an industrial vehicle ,2009-04-22
CN-201849251-U,Caster wheel ,2011-06-01
CN-212148910-U,Flat car with foldable caster unit ,2020-12-15
JP-5450302-B2,Braking caster device ,2014-03-26
US-2022194763-A1,Compact autonomous omnidirectional drive unit ,2022-06-23
US-11001117-B2,Mobile drive unit having a split chassis ,2021-05-11
US-9593003-B2,Caster wheel with constant force mechanism ,2017-03-14
CN-108488549-A,A kind of general purpose computer host rack ,2018-09-04
JP-2008006190-A,Caster fitting structure for wheelchair ,2008-01-17
CN-111114608-A,Shallow ,2020-05-08
CN-102582360-A,Universal castor with active driving device ,2012-07-18
CA-3068211-C,Table glide spacer ,2022-09-20
US-2020229340-A1,Control system for dual path machine ,2020-07-23
CN-108050910-A,A kind of building monitoring plank size detecting device ,2018-05-18
US-2017355452-A1,"Aircraft landing gear, aircraft carrying such and methods ",2017-12-14
CN-105416360-B,A kind of suspension rack walk helper suitable for middle low speed magnetic suspension train ,2018-01-02
CN-109703288-A,Universal caster wheel ,2019-05-03
CN-208002740-U,Sweeping robot ,2018-10-26
US-11794520-B2,Conductive caster wheel ,2023-10-24
US-2011113593-A1,Self reversing caster ,2011-05-19
US-11097775-B2,Method and control system for establishing a steering angle of a steerable caster ,2021-08-24
CN-110882136-A,Multifunctional walking aid device for old people ,2020-03-17
CN-111216790-A,Steering control system of harvester and using method thereof ,2020-06-02
WO-2016206262-A1,Caster wheel ,2016-12-29
CN-207537061-U,A kind of automobile sidesway jack ,2018-06-26
CN-108068910-A,"Mobile platform, robot and Vending Machine ",2018-05-25
DE-102009026283-B4,Swivel locking system for medical transport vehicles ,2023-01-19
WO-2006003806-A1,Cart for escalator and escalator ,2006-01-12
US-2006237922-A1,Mechanic's creeper ,2006-10-26
US-7383612-B2,Caster with low mounting capability ,2008-06-10
KR-20080005395-U,Chair Caster ,2008-11-14
US-8336900-B2,Tail wheel transporter ,2012-12-25
CN-112603005-B,"Locking device, caster brake device, caster with brake device, carrying tool, and object placing tool ",2022-08-09
JP-5811612-B2,Automated guided vehicle ,2015-11-11
CN-202130258-U,Lifting caster structure ,2012-02-01
US-D650658-S,Caster wheel ,2011-12-20
ES-2929524-T3,Caster wheel mechanism for cleaning equipment and the like ,2022-11-29
CN-110549793-A,Universal caster ,2019-12-10
US-2010251514-A1,Caster ,2010-10-07
JP-2012210237-A,"Self-help device for in-door traveling, and safety apparatus for caster ",2012-11-01
AU-2002242484-B2,Trolley wheel assembly ,2007-11-08
CN-108944265-A,A kind of damping shock absorption universal caster wheel and mobile device ,2018-12-07
JP-2010149653-A,Shock absorbing caster ,2010-07-08
JP-H03169705-A,Caster ,1991-07-23
CN-110549193-A,Automatic circumferential weld polishing device and operation method thereof ,2019-12-10
CN-210680274-U,Wheel hub auxiliary device for vehicle getting rid of poverty ,2020-06-05
CN-215960255-U,"Pedal actuating assembly, caster mechanism, pedal control table and operation control table ",2022-03-08
CN-210849498-U,Remote control type floor grinding machine ,2020-06-26
CN-203156501-U,Fast chamfering edge grinding machine ,2013-08-28
US-2834605-A,Wheeled vehicle with differential steering mechanism ,1958-05-13
CN-103009921-A,Damping trundle ,2013-04-03
US-2020390208-A1,Linear Action Retractable Wheel Luggage Mechanism ,2020-12-17
US-10813804-B1,Convertible bed/wheelchair apparatus ,2020-10-27
US-10759220-B2,Caster wheel protection system ,2020-09-01
US-11590798-B2,Retractable guard assemblies ,2023-02-28
CN-103802598-B,A kind of telescopic rack castor mechanism ,2015-11-18
US-2019336628-A1,Ultraviolet light-sterilized and illuminating caster wheel sets ,2019-11-07
US-2006196006-A1,Articulated caster ,2006-09-07
CN-110062549-A,A kind of coordinated type cabinet base structure ,2019-07-26
CN-209803664-U,Intelligent display terminal ,2019-12-17
US-8769918-B2,Mower deck with centrally located caster wheel ,2014-07-08
CN-104452640-B,Sucking nozzle lifting device of sweeper ,2017-02-01
CN-110053422-A,A kind of infusion support and its adjusting method with fast braking function ,2019-07-26
US-9937750-B1,Caster wheel tilt bar ,2018-04-10
