id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
JP-5428097-B2,Robot hand ,ビー・エル・オートテック株式会社,泰弘 小林,2010-01-29,2010-01-29,2014-02-26,2014-02-26,https://patents.google.com/patent/JP5428097B2/en,https://patentimages.storage.googleapis.com/83/fa/aa/b4780825b949c1/0005428097-2.png
BR-MU9001959-U2,constructive arrangement introduced in a doorknob closing system ,Unikey Componentes Ind Ltda,Lopes Antonio Jorge Freire,2010-10-28,2010-10-28,2013-09-24,,https://patents.google.com/patent/BRMU9001959U2/en,
US-7938464-B1,Door opening device for a handicapped person ,Hielm Earl A,Earl A. Hielm,2008-11-20,2008-11-20,2011-05-10,2011-05-10,https://patents.google.com/patent/US7938464B1/en,https://patentimages.storage.googleapis.com/54/29/b1/5133c6540bd00b/US07938464-20110510-D00000.png
US-7757351-B2,Sanitary wipe and wipe dispenser for door knobs ,"Ernest M. Davis, Jr.","Ernest Davis, Jr.",2005-11-03,2006-11-02,2010-07-20,2010-07-20,https://patents.google.com/patent/US7757351B2/en,https://patentimages.storage.googleapis.com/98/32/52/28136d835eee74/US07757351-20100720-D00000.png
DE-202020101567-U1,Doorknob attachment for opening and closing a door without using your hands ,MoveMent Consulting GmbH,,2020-03-23,2020-03-23,2020-03-31,,https://patents.google.com/patent/DE202020101567U1/en,https://patentimages.storage.googleapis.com/7c/56/ca/49935992c1f867/DE202020101567U1_0001.png
TW-201837288-A,Water rejection on capacitive door handle ,日商阿爾普士電氣股份有限公司,"查德 亞當, 艾倫 史特拉, 保羅 文森",2017-03-29,2018-03-29,2018-10-16,,https://patents.google.com/patent/TW201837288A/en,
US-10294697-B2,Access-control system for door lock ,"Dorel Juvenile Group, Inc.","Brian C Sundberg, Laura Kay Raffi, Alice Mayfield, Scott E Stropkay, Mark Matthews, Evan Hutker",2015-02-10,2016-02-10,2019-05-21,2019-05-21,https://patents.google.com/patent/US10294697B2/en,https://patentimages.storage.googleapis.com/23/fc/00/589a27bb89f495/US10294697-20190521-D00000.png
US-2012279538-A1,Doorstop Bar ,Ching's Shen Enterprise Corp.,Pao-Lu Chen,2011-05-06,2011-05-06,2012-11-08,,https://patents.google.com/patent/US20120279538A1/en,https://patentimages.storage.googleapis.com/d0/ee/d6/8d8c01ba7d14c3/US20120279538A1-20121108-D00000.png
DE-102014108430-A1,Outside door handle ,Hyundai Motor Company,Ki Hwan Jeong,2013-12-19,2014-06-16,2015-06-25,,https://patents.google.com/patent/DE102014108430A1/en,https://patentimages.storage.googleapis.com/8a/75/c9/91909e26f9d751/DE102014108430A1_0002.png
US-D911145-S,Doorknob cover ,"Zhejiang Jike Industry & Trade Co., Ltd.",Dazhong Jin,2020-02-11,2020-02-11,2021-02-23,2021-02-23,https://patents.google.com/patent/USD911145S1/en,https://patentimages.storage.googleapis.com/ce/28/69/130010c7380303/USD0911145-20210223-D00000.png
US-D787298-S,Doorknob cover ,Elbee Pty Ltd.,Andrew Marsden,2015-08-26,2015-08-26,2017-05-23,2017-05-23,https://patents.google.com/patent/USD787298S1/en,https://patentimages.storage.googleapis.com/1e/8b/ad/391a08536c08d0/USD0787298-20170523-D00000.png
DE-202019003518-U1,Emergency release for folding doors with hygienic quick-mounting system for handle sets and smooth-running spring-holding arrangement ,Andreas Köhler,,2019-08-27,2019-08-27,2019-10-17,,https://patents.google.com/patent/DE202019003518U1/en,https://patentimages.storage.googleapis.com/df/fc/0b/ac4d400c32ff46/DE202019003518U1_0001.png
US-2012222459-A1,Deadbolt Securing Device ,Richard Glazar,Richard Glazar,2011-03-06,2011-03-06,2012-09-06,,https://patents.google.com/patent/US20120222459A1/en,https://patentimages.storage.googleapis.com/8b/6b/15/7994f4cf8d9b33/US20120222459A1-20120906-D00000.png
WO-2016109839-A1,Handling visitor interaction at a smart-home in a do not disturb mode ,Google Inc.,"Anthony Michael Fadell, Matthew Lee Rogers, Yoky Matsuoka, David Sloo, Shigefumi Honjo, Scott A. MCGARAGHAN, Michael Plitkins, Maxime Veron, Isabel Guenette",2014-12-31,2015-12-31,2016-07-07,,https://patents.google.com/patent/WO2016109839A1/en,
US-8850949-B1,Safety door for classrooms and the like ,Lois A. Lopez,Lois A. Lopez,2013-04-25,2013-04-25,2014-10-07,2014-10-07,https://patents.google.com/patent/US8850949B1/en,https://patentimages.storage.googleapis.com/51/35/07/b119a486805c34/US08850949-20141007-D00000.png
US-2010255227-A1,Decorative Door Covers ,David Hisle,David Hisle,2009-04-01,2010-04-01,2010-10-07,,https://patents.google.com/patent/US20100255227A1/en,https://patentimages.storage.googleapis.com/50/82/72/f4c802c13f64f6/US20100255227A1-20101007-D00000.png
BR-PI0821162-B1,doorknob device ,Assa Oem Ab,Calleberg Johan,2007-12-18,2008-12-18,2019-02-05,,https://patents.google.com/patent/BRPI0821162B1/en,
JP-2016217031-A,Door opening/closing controller ,"Ntn株式会社, Ntn Corp, Ｎｔｎ株式会社","教雄 石原, Norio Ishihara, 教雄 石原, 昌良 松島, Masayoshi Matsushima, 昌良 松島, 宗起 仲村, Muneoki Nakamura, 宗起 仲村, 賢蔵 野瀬, Kenzo Nose, 賢蔵 野瀬, 清悟 坂田, Seigo Sakata, 清悟 坂田",2015-05-22,2015-05-22,2016-12-22,,https://patents.google.com/patent/JP2016217031A/en,https://patentimages.storage.googleapis.com/33/b3/92/0c46ef9423f657/2016217031-3.png
CN-102661082-B,Doorknob assembly and door body with same and refrigerator with same ,合肥美的电冰箱有限公司,姚君,2012-05-10,2012-05-10,2014-10-22,2014-10-22,https://patents.google.com/patent/CN102661082B/en,
US-2016353542-A1,Lighted door knob with lighted keyhole and lighted door frame and including motion detector and music or sounds ,Linda M. Orr,Linda M. Orr,2015-05-26,2015-05-26,2016-12-01,,https://patents.google.com/patent/US20160353542A1/en,https://patentimages.storage.googleapis.com/d5/01/46/6ac598f1c88cf5/US20160353542A1-20161201-D00000.png
CN-104453493-A,Packaging structure of pressure-sensitive doorknob sensor ,马瑞利汽车电子(广州)有限公司,"虞睿, 李志明, 何岳山",2014-12-26,2014-12-26,2015-03-25,,https://patents.google.com/patent/CN104453493A/en,
US-2012286533-A1,Gripper attachment for robot ,University Of North Dakota,"Michael Mettler, Dylan Dyke, Monty Bulzomi, Kevin Landsverk, Jeremiah Neubert",2011-05-13,2011-12-22,2012-11-15,,https://patents.google.com/patent/US20120286533A1/en,https://patentimages.storage.googleapis.com/b8/54/6b/4bcc520bb7651c/US20120286533A1-20121115-D00000.png
CN-113492405-B,"Robot door opening method and device, storage medium and electronic equipment ",达闼机器人股份有限公司,李煌,2021-06-17,2021-06-17,2022-08-02,2022-08-02,https://patents.google.com/patent/CN113492405B/en,https://patentimages.storage.googleapis.com/7c/0b/de/42d564d8100a0f/HDA0003119817040000011.png
JP-2019157415-A,"Sensor module, sensor system, device control system, and device control method ","パナソニックＩｐマネジメント株式会社, Panasonic Ip Management Corp","幸嗣 小畑, Koji Obata, 幸嗣 小畑, 笹子　勝, Masaru Sasako, 勝 笹子, 秀幸 新井, Hideyuki Arai, 秀幸 新井, 加藤　哲也, Tetsuya Kato, 哲也 加藤, 中　順一, Junichi Naka, 順一 中, 俊明 尾関, Toshiaki Ozeki, 俊明 尾関",2018-03-08,2018-03-08,2019-09-19,,https://patents.google.com/patent/JP2019157415A/en,https://patentimages.storage.googleapis.com/b1/37/0f/95715c6a753033/2019157415-3.png
EP-3321453-A1,Door handle ,Bernd Jendricke,Bernd Jendricke,2016-11-11,2017-11-09,2018-05-16,,https://patents.google.com/patent/EP3321453A1/en,https://patentimages.storage.googleapis.com/45/80/8d/1a56f5f5306cac/imgf0001.png
BR-PI0517886-A,doorknob retention system ,Newfrey Llc,Oscar Romero,2004-12-09,2005-12-06,2008-10-21,,https://patents.google.com/patent/BRPI0517886A/en,
US-2022233010-A1,"Systems and Methods to Enable Secure Exchange of Goods in Package Receptacles, and Remote Monitoring and Control of Package Receptacles and Its Surroundings ",Kumar SUNDARESAN,Kumar SUNDARESAN,2014-04-17,2021-12-27,2022-07-28,,https://patents.google.com/patent/US20220233010A1/en,https://patentimages.storage.googleapis.com/d2/50/0e/581135f21e386d/US20220233010A1-20220728-D00000.png
CN-207215474-U,Automatic test equipment of PEPS system ,北京新能源汽车股份有限公司,"赵志宇, 马如斌, 贾月明, 李强, 杨家兴",2017-09-30,2017-09-30,2018-04-10,2018-04-10,https://patents.google.com/patent/CN207215474U/en,
CN-111873942-A,Automobile door handle module based on UWB technology and implementation method ,上海纳恩汽车技术有限公司,"王业生, 杨伟强, 李志浩, 曹卫娟",2020-07-24,2020-07-24,2020-11-03,,https://patents.google.com/patent/CN111873942A/en,https://patentimages.storage.googleapis.com/53/31/93/a5cf845d5a429f/HDA0002601600940000011.png
JP-2012080630-A,Vehicular temperature regulator ,"Panasonic Corp, パナソニック株式会社","Atsushi Yamashita, 敦士 山下",2010-09-30,2010-09-30,2012-04-19,,https://patents.google.com/patent/JP2012080630A/en,https://patentimages.storage.googleapis.com/ac/8c/6d/ed066c1852f059/2012080630-3.png
CN-107238759-B,Electromagnetic anti-interference performance testing method and device for PEPS system vehicle ,奇瑞汽车股份有限公司,"许欣, 范成慧, 吴凤英, 李平",2017-07-06,2017-07-06,2020-12-01,2020-12-01,https://patents.google.com/patent/CN107238759B/en,https://patentimages.storage.googleapis.com/b8/c6/96/9fa237a9bbf1d5/HDA0001343535690000011.png
US-D518353-S,Doorknob ,Master Lock Company,Mark Van Handel,2004-04-14,2005-03-28,2006-04-04,2006-04-04,https://patents.google.com/patent/USD518353S1/en,https://patentimages.storage.googleapis.com/16/59/eb/2d3a9656548ade/USD0518353-20060404-D00000.png
US-5741033-A,Security operating device ,Everett; James D.,James D. Everett,1993-12-23,1996-08-29,1998-04-21,1998-04-21,https://patents.google.com/patent/US5741033A/en,https://patentimages.storage.googleapis.com/0f/ce/19/d1aabb6170edf1/US5741033-drawings-page-2.png
US-D950356-S,Dragon doorknob cover ,David Robert Swartz,David Robert Swartz,2020-09-25,2020-09-25,2022-05-03,2022-05-03,https://patents.google.com/patent/USD950356S1/en,https://patentimages.storage.googleapis.com/91/76/f6/f1dc0c7ece7c05/USD0950356-20220503-D00000.png
US-10450787-B1,Device for protecting fingers from doorway injuries ,"Thomas Jaffee, Martin Hill","Thomas Jaffee, Martin Hill",2018-07-20,2018-07-20,2019-10-22,2019-10-22,https://patents.google.com/patent/US10450787B1/en,https://patentimages.storage.googleapis.com/fa/74/8f/236d84a66aff1e/US10450787-20191022-D00000.png
CA-2000325-A1,Method and apparatus for conversion of doorknob lock sets ,"Neil P. Campion, Michael J. Foty, Richard P. Novak, Progressive Security Products, Inc.","Neil P. Campion, Michael J. Foty, Richard P. Novak",1989-07-19,1989-10-10,1991-01-19,,https://patents.google.com/patent/CA2000325A1/en,
US-D691451-S,Doorknob assembly ,Hampton Products International Corporation,"Steven T. Weathersby, John Kiechel, Sean Murphy, Nasahn Adam Sheppard, James Sloss, Andy Ward",2012-10-11,2012-10-11,2013-10-15,2013-10-15,https://patents.google.com/patent/USD691451S1/en,https://patentimages.storage.googleapis.com/45/72/72/68e857e6c2f6d1/USD0691451-20131015-D00000.png
JP-2021175850-A,Hinged door and door switchgear ,"株式会社タキオン, Takion Co Ltd","恵一 杉山, Keiichi Sugiyama, 徹也 澤, Tetsuya Sawa, 幸一 米津, Koichi Yonezu",2020-05-01,2020-05-01,2021-11-04,,https://patents.google.com/patent/JP2021175850A/en,https://patentimages.storage.googleapis.com/d8/54/3e/44f843f18a0ffa/2021175850-3.png
US-10770775-B2,Radial combiner ,SAAB Defense and Security USA LLC t/a Sensor System,Richard Kinsey,2018-06-08,2018-06-08,2020-09-08,2020-09-08,https://patents.google.com/patent/US10770775B2/en,https://patentimages.storage.googleapis.com/59/5c/5c/91ca2ffc6de361/US10770775-20200908-D00000.png
US-D649004-S,Doorknob for a door handle ,"Salto Systems, S.L.",Carlos Ferreira Sánchez,2010-02-17,2010-08-12,2011-11-22,2011-11-22,https://patents.google.com/patent/USD649004S1/en,https://patentimages.storage.googleapis.com/b2/0f/4b/ed09b4627504ec/USD0649004-20111122-D00000.png
US-6993945-B1,Doorknob with a lock ,Jeff Chen,Jeff Chen,2004-11-03,2004-11-03,2006-02-07,2006-02-07,https://patents.google.com/patent/US6993945B1/en,https://patentimages.storage.googleapis.com/d7/cd/f3/004d4c164c0673/US06993945-20060207-D00000.png
CN-205445218-U,Fingerprint unblock car doorknob ,程强,程强,2015-12-28,2015-12-28,2016-08-10,2016-08-10,https://patents.google.com/patent/CN205445218U/en,
JP-7342676-B2,Remote control system and remote control method ,トヨタ自動車株式会社,貴史 山本,2019-12-13,2019-12-13,2023-09-12,2023-09-12,https://patents.google.com/patent/JP7342676B2/en,https://patentimages.storage.googleapis.com/18/cd/22/52150853428631/0007342676000001.png
ES-2276598-B1,MODULAR MECHANISM OF CLOSING PICAPORTE. ,"Talleres De Escoriaza, S.A.",Fermin Gomez Gonzalez,2005-06-28,2005-06-28,2008-02-16,2008-02-16,https://patents.google.com/patent/ES2276598B1/en,
JP-6767636-B2,Power supply and vehicle equipped with power supply ,パナソニックＩｐマネジメント株式会社,"洋一 影山, 洋一 影山, 貴司 東出, 貴司 東出, 克則 愛宕, 克則 愛宕, 侑吾 薛, 侑吾 薛, 久雄 平城, 久雄 平城",2016-09-20,2017-09-15,2020-10-14,2020-10-14,https://patents.google.com/patent/JP6767636B2/en,https://patentimages.storage.googleapis.com/05/29/aa/26dfb329a17db8/0006767636-2.png
CA-2898344-C,System and method for additive manufacturing of a three-dimensional object ,"R.A. Investment Management S.A.R.L., Ray Arbesman, Nugripmetal S.A.R.L., Gripmetal Limited",Ray Arbesman,2014-07-24,2015-07-24,2022-06-07,2022-06-07,https://patents.google.com/patent/CA2898344C/en,
US-2014367974-A1,Latch for Securing a Storage Container ,Joshua W. Keely,Joshua W. Keely,2013-06-18,2013-06-18,2014-12-18,,https://patents.google.com/patent/US20140367974A1/en,https://patentimages.storage.googleapis.com/e7/9b/ce/1f736db3e39632/US20140367974A1-20141218-D00000.png
ES-2355121-T3,LOCK INSERT FOR A GLASS DOOR LOCK. ,Ceslocks Gmbh,Thomas Wallberg,2008-04-25,2009-03-17,2011-03-23,2011-03-23,https://patents.google.com/patent/ES2355121T3/en,
US-10711485-B2,Door lock ,"Zhongshan Huibao Lock Manufacturing Co., Ltd.",Weixuan LI,2017-06-16,2017-06-16,2020-07-14,2020-07-14,https://patents.google.com/patent/US10711485B2/en,https://patentimages.storage.googleapis.com/74/be/d1/22456d4d2e076e/US10711485-20200714-D00000.png
JP-2023540784-A,door handle disinfection system ,レイセオン カンパニー,バーナード ヒューズ，タッド,2020-10-23,2021-09-23,2023-09-26,,https://patents.google.com/patent/JP2023540784A/en,https://patentimages.storage.googleapis.com/e2/12/a8/d81a8e77f3f7cf/2023540784000002.png
JP-6773382-B2,Irradiation device and irradiation method ,三菱電機株式会社,"新作 福▲高▼, 新作 福▲高▼, 晶子 今石, 晶子 今石, 宗貴 西平, 宗貴 西平, 松原　勉, 勉 松原, 敬 春日, 敬 春日, 礼子 坂田, 礼子 坂田",2019-04-25,2019-04-25,2020-10-21,2020-10-21,https://patents.google.com/patent/JP6773382B2/en,https://patentimages.storage.googleapis.com/17/6c/d6/8ed625fa987001/0006773382-2.png
JP-2019109936-A,Recording device for vehicle ,"株式会社小糸製作所, Koito Mfg Co Ltd","滝井　直樹, Naoki Takii, 直樹 滝井",2019-03-14,2019-03-14,2019-07-04,,https://patents.google.com/patent/JP2019109936A/en,https://patentimages.storage.googleapis.com/5e/4c/ad/4331d933d9bdcd/2019109936-3.png
CN-206110912-U,Hidden outer doorknob locking structure ,伟速达（中国）汽车安全系统有限公司,"邬晓菠, 顾拥军, 杨剑, 董文杰",2016-09-28,2016-09-28,2017-04-19,2017-04-19,https://patents.google.com/patent/CN206110912U/en,
CN-113160220-A,Door handle homing and bending detection method based on deep learning ,聚时科技(上海)有限公司,"赵准登, 彭智浩",2021-05-13,2021-05-13,2021-07-23,,https://patents.google.com/patent/CN113160220A/en,https://patentimages.storage.googleapis.com/22/9c/f2/c08213036b60c6/HDA0003064611210000011.png
DE-202016104190-U1,Self-disinfecting door latch device and door with such ,Dirk Renschen,,2016-07-29,2016-07-29,2017-11-02,,https://patents.google.com/patent/DE202016104190U1/en,https://patentimages.storage.googleapis.com/2b/c9/3b/d1930b06353565/DE202016104190U1_0002.png
US-8776561-B1,Door knob unlocking tool kit ,James M. Jones,James M. Jones,2010-11-10,2011-11-10,2014-07-15,2014-07-15,https://patents.google.com/patent/US8776561B1/en,https://patentimages.storage.googleapis.com/9a/94/54/df3c1864f9e539/US08776561-20140715-D00000.png
EP-1870917-A1,"Contact detection device, and door handle device and smart entry system with the same ","Matsushita Electric Industrial Co., Ltd.","Ryuta c/o Matsushita Electr.Ind.Co.Ltd. IPROC IP Dev.Cent. KONDOU, Yukio c/o Matsushita Electr.Ind.Co.Ltd. IPROC IP Dev.Cent. ABE, Hiroyuki c/o Matsushita Electr.Ind.Co.Ltd. IPROC IP Dev.Cent. OGINO, Shigeru c/o Matsushita Electr.Ind.Co.Ltd. IPROC IP Dev.Cent. SHIRAI, Noriyuki c/o Matsushita Electr.Ind.Co.Ltd. IPROC IP Dev.Cent. YONENO, Miyuki c/o Matsushita Electr.Ind.Co.Ltd. IPROC IP Dev.Cent. KAWAI, Hirofumi c/o Matsushita Electr.Ind.Co. Ltd. IPROC IP Dev.Cent. INUI",2005-04-14,2006-04-04,2007-12-26,,https://patents.google.com/patent/EP1870917A1/en,https://patentimages.storage.googleapis.com/58/e0/b0/f3840a89769a55/imgf0001.png
WO-2020017685-A1,Self-locking doorknob latch ,김영수,김영수,2018-07-20,2018-08-02,2020-01-23,,https://patents.google.com/patent/WO2020017685A1/en,https://patentimages.storage.googleapis.com/9c/4b/2b/33936cf8bd64d7/PCTKR2018008803-appb-D000001.png
JP-7236660-B2,"Purification method, purification device and purification system ",パナソニックＩｐマネジメント株式会社,"義弘 坂口, 博子 池嶋",2018-03-01,2019-01-31,2023-03-10,2023-03-10,https://patents.google.com/patent/JP7236660B2/en,https://patentimages.storage.googleapis.com/2e/bf/5f/5505ad83536fa7/0007236660000001.png
